State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Melaka,N.22,BANDAR HILIR,CHIN CHOONG SEONG,BEBAS - KUNCI,141,16,0.83,0,L,HD,PEGUAM
Melaka,N.22,BANDAR HILIR,"LEE CHONG LENG, SHAUN",BN,2,16,16.12,0,L,KLH,AKAUNTAN BERTAULIAH
Melaka,N.22,BANDAR HILIR,TEY KOK KIEW,PKR,14,16,83.05,1,L,MNG,TIADA
Melaka,N.23,TELOK MAS,DATUK ABDUL RAZAK BIN ABDUL RAHMAN,BN,6,17,37.11,0,L,KLH,SETIAUSAHA POLITIK MENTERI
Melaka,N.23,TELOK MAS,FENDI AHMAD,PKR,7,17,44.57,1,L,MNG,TIADA
Melaka,N.23,TELOK MAS,UST ROSAZLI MD YASIN,PAS,3,17,18.33,0,L,KLH,TIADA
Melaka,N.24,BEMBAN,DR. WONG FORT PIN,PKR,6,15,45.4,1,L,MNG,TIADA
Melaka,N.24,BEMBAN,DATUK KOH CHIN HAN,BN,5,15,36.68,0,L,KLH,0
Melaka,N.24,BEMBAN,SUHAIMI HARUN,PAS,2,15,17.92,0,L,KLH,TIADA
Melaka,N.25,RIM,HJH. KINTAN BINTI MAN,PAS,1,11,11.14,0,P,HD,TIADA
Melaka,N.25,RIM,DATUK WIRA HJ. GHAZALE BIN MUHAMAD,BN,5,11,46.8,1,L,MNG,0
Melaka,N.25,RIM,SHAMSUL ISKANDAR HAJI MOHD AKIN,PKR,4,11,42.06,0,L,KLH,PEGUAM
Melaka,N.26,SERKAM,HJ. AHMAD BILAL,PAS,3,13,25.38,0,L,KLH,SENDIRI
Melaka,N.26,SERKAM,DATUK ZAIDI BIN ATTAN,BN,6,13,47.46,1,L,MNG,0
Melaka,N.26,SERKAM,USTAZ NOR KHAIRI,PKR,3,13,27.16,0,L,KLH,TIADA
Melaka,N.27,MERLIMAU,DATUK ROSLAN BIN AHMAD,BN,5,11,45.38,1,L,MNG,0
Melaka,N.27,MERLIMAU,HAJI YUHAIZAD ABDULLAH,PKR,5,11,44.26,0,L,KLH,TIADA
Melaka,N.27,MERLIMAU,ABDUL MALEK BIN YUSOF,PAS,1,11,10.36,0,L,HD,BERKERJA SENDIRI
Melaka,N.28,SUNGAI RAMBAI,AZALINA ABDUL RAHMAN,PKR,3,9,34.49,0,P,KLH,0
Melaka,N.28,SUNGAI RAMBAI,HASAN BIN ABD RAHMAN,BN,5,9,51.33,1,L,MNG,0
Melaka,N.28,SUNGAI RAMBAI,ZAKARIYA BIN KASNIN,PAS,1,9,14.17,0,L,KLH,BEKERJA SENDIRI
Negeri Sembilan,N.01,CHENNAH,SEET TEE GEE,BN,3,9,39.22,0,L,KLH,0
Negeri Sembilan,N.01,CHENNAH,JAMALUS BIN MANSOR,PAS,975,9,9.87,0,L,HD,KERJA SENDIRI
Negeri Sembilan,N.01,CHENNAH,LOKE SIEW FOOK,PKR,5,9,50.91,1,L,MNG,0
Negeri Sembilan,N.02,PERTANG,NOOR AZMI BIN YUSOF,BN,4,8,49,1,L,MNG,0
Negeri Sembilan,N.02,PERTANG,OSMAN DUSA,PKR,3,8,43.93,0,L,KLH,PESARA
Negeri Sembilan,N.02,PERTANG,HAMRAN BIN ABU HASAN,PAS,578,8,7.07,0,L,HD,PESARA TENTERA
Negeri Sembilan,N.03,SUNGAI LUI,ABD KARIM SHAHIMI BIN ABD RAZAK,PAS,1,12,10.18,0,L,HD,KERJA SENDIRI
Negeri Sembilan,N.03,SUNGAI LUI,MOHD RAZI BIN MOHD ALI,BN,7,12,62.56,1,L,MNG,0
Negeri Sembilan,N.03,SUNGAI LUI,ZAINAL FIKRI,PKR,3,12,27.26,0,L,KLH,TIDAK BEKERJA
Negeri Sembilan,N.04,KLAWANG,BAKRI SAWIR,PKR,4,8,51.39,1,L,MNG,0
Negeri Sembilan,N.04,KLAWANG,MAZLY BIN YASIN,PAS,744,8,8.9,0,L,HD,0
Negeri Sembilan,N.04,KLAWANG,BAHARUDIN BIN JALI,BN,3,8,39.71,0,L,KLH,0
Negeri Sembilan,N.05,SERTING,ABD RAHMAN RAMLI,PKR,6,17,34.11,0,L,KLH,0
Negeri Sembilan,N.05,SERTING,"DATO' HJ SHAMSHULKAHAR BIN HJ MOHD DELI",BN,9,17,55.48,1,L,MNG,0
Negeri Sembilan,N.05,SERTING,AL ZUKRI,PAS,1,17,10.42,0,L,HD,BERNIAGA
Negeri Sembilan,N.06,PALONG,MASDI BIN MUSA,PAS,1,14,10.85,0,L,HD,PEKERJAAN SENDIRI
Negeri Sembilan,N.06,PALONG,MUSTAPHA BIN NAGOOR,BN,9,14,66.15,1,L,MNG,0
Negeri Sembilan,N.06,PALONG,"DATO' ABDUL RAHMAN BIN JAAFAR",PKR,3,14,23,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.07,JERAM PADANG,"DATO' MANICKAM LETCHUMAN",BN,3,9,39.26,1,L,MNG,0
Negeri Sembilan,N.07,JERAM PADANG,MOHD FAIRUZ,PAS,785,9,8.33,0,L,HD,SWASTA
Negeri Sembilan,N.07,JERAM PADANG,S MUSLIADI SABTU,PKR,2,9,24.41,0,L,KLH,0
Negeri Sembilan,N.07,JERAM PADANG,SURASH A/L SREENIVASAN,BEBAS - POKOK,2,9,28,0,L,KLH,PERNIAGAAN
Negeri Sembilan,N.08,BAHAU,CIKGU BAKRI,PAS,1,15,9.7,0,L,MNG,TIADA
Negeri Sembilan,N.08,BAHAU,TEO KOK SEONG,PKR,10,15,64.74,1,L,MNG,0
Negeri Sembilan,N.08,BAHAU,CHONG WAN YU,BN,3,15,25.56,0,L,KLH,0
Negeri Sembilan,N.09,LENGGENG,USTAZ SUHAIMI KASSIM,PKR,7,15,47.99,1,L,MNG,TIADA
Negeri Sembilan,N.09,LENGGENG,MOHAMMAD GHAZALI BIN ABU BAKAR,PAS,1,15,10.37,0,L,HD,SWASTA
Negeri Sembilan,N.09,LENGGENG,MAZALAN BIN MAAROP,BN,6,15,41.64,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.10,NILAI,LEAW KOK CHAN,BN,4,20,21.16,0,L,KLH,TIADA
Negeri Sembilan,N.10,NILAI,J. ARUL KUMAR,PKR,14,20,68.48,1,L,MNG,TIADA
Negeri Sembilan,N.10,NILAI,MOHD ABU ZARIM ABDUL RAHMAN,PAS,2,20,10.36,0,L,HD,TIADA
Negeri Sembilan,N.11,LOBAK,LIM KOK KIAN,BN,1,15,11.95,0,L,HD,AHLI PERNIAGAAN
Negeri Sembilan,N.11,LOBAK,BALAMURUGAN A/L SANMUGAM,PAP,92,15,0.59,0,L,HD,TIADA
Negeri Sembilan,N.11,LOBAK,CHEW SEH YONG,PKR,13,15,87.46,1,L,MNG,TIADA
Negeri Sembilan,N.12,TEMIANG,NG CHIN TSAI,PKR,5,9,64.81,1,L,MNG,TIADA
Negeri Sembilan,N.12,TEMIANG,SIOW KOI VOON,BN,2,9,31.13,0,L,KLH,PEGUAM
Negeri Sembilan,N.12,TEMIANG,YAU CON SENG,PAS,369,9,4.06,0,L,HD,PESARA
Negeri Sembilan,N.13,SIKAMAT,SYAMSUL DEBAT,BN,6,17,36.48,0,L,KLH,TIADA
Negeri Sembilan,N.13,SIKAMAT,AMINUDDIN HARUN,PKR,9,17,55.87,1,L,MNG,TIADA
Negeri Sembilan,N.13,SIKAMAT,HAJI RAHIM BIN YUSOF,PAS,1,17,7.56,0,L,HD,TIADA
Negeri Sembilan,N.13,SIKAMAT,BUJANG BIN ABU,BEBAS - RUMAH,15,17,0.09,0,L,HD,TIADA
Negeri Sembilan,N.14,AMPANGAN,MUSTAFFA BIN DAHARUN,PAS,983,13,7.43,0,L,HD,0
Negeri Sembilan,N.14,AMPANGAN,HJ. ABU UBAIDAH,BN,5,13,41.14,0,L,KLH,TIADA
Negeri Sembilan,N.14,AMPANGAN,DR. MOHAMAD RAFIE BIN AB MALEK,PKR,6,13,51.43,1,L,MNG,TIADA
Negeri Sembilan,N.15,JUASSEH,DATO HJ ISMAIL LASIM,BN,4,8,50.41,1,L,MNG,0
Negeri Sembilan,N.15,JUASSEH,ROSLI BIN OMAR,PKR,3,8,42,0,L,KLH,0
Negeri Sembilan,N.15,JUASSEH,HASSAN BIN MOHAMED,PAS,624,8,7.59,0,L,HD,0
Negeri Sembilan,N.16,SERI MENANTI,HJ. RAFIEI,PAS,535,6,8.03,0,L,HD,PESARA
Negeri Sembilan,N.16,SERI MENANTI,DATO ABD SAMAD BIN IBRAHIM,BN,3,6,50.45,1,L,MNG,0
Negeri Sembilan,N.16,SERI MENANTI,JAMALI BIN SALAM,PKR,2,6,41.52,0,L,KLH,PESARA
Negeri Sembilan,N.17,SENALING,HAJI RAIS BASIRON,PKR,2,6,37.99,0,L,KLH,0
Negeri Sembilan,N.17,SENALING,DATO HJ ADNAN BIN ABU HASSAN,BN,3,6,52.86,1,L,MNG,PEGUAM
Negeri Sembilan,N.17,SENALING,FAZILAH ABU SAMAH,PAS,598,6,9.15,0,P,HD,0
Negeri Sembilan,N.18,PILAH,MOHAMAD NAZARUDDIN BIN SABTU,PKR,5,10,51.8,1,L,MNG,0
Negeri Sembilan,N.18,PILAH,DATO NORHAYATI BINTI OMAR,BN,3,10,35.22,0,P,KLH,0
Negeri Sembilan,N.18,PILAH,HAJI FADZIL,PAS,1,10,12.97,0,L,KLH,BERNIAGA
Negeri Sembilan,N.19,JOHOL,HJ SAIFUL YAZAN BIN SULAIMAN,BN,3,7,49.34,1,L,MNG,BERNIAGA
Negeri Sembilan,N.19,JOHOL,ZULKEFLY OMAR,PKR,2,7,37.16,0,L,KLH,0
Negeri Sembilan,N.19,JOHOL,HAJI KAMARUDIN TAHIR,PAS,1,7,13.5,0,L,KLH,SWASTA
Negeri Sembilan,N.20,LABU,USTAZ KHAIRIL ANUAR WAFA,PAS,2,14,14.26,0,L,KLH,BEKERJA SENDIRI
Negeri Sembilan,N.20,LABU,ISMAIL BIN AHMAD,PKR,6,14,45.72,1,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.20,LABU,HASIM BIN RUSDI,BN,5,14,39.71,0,L,KLH,0
Negeri Sembilan,N.20,LABU,DAVID DASS ASEERPATHAM,PAP,46,14,0.31,0,L,HD,INVENTOR
Negeri Sembilan,N.21,BUKIT KEPAYANG,MAK KAH KEONG,BN,3,22,16.71,0,L,KLH,0
Negeri Sembilan,N.21,BUKIT KEPAYANG,NICOLE TAN LEE KOON,PKR,18,22,83.29,1,P,MNG,0
Negeri Sembilan,N.22,RAHANG,MARY JOSEPHINE PRITTAM SINGH,PKR,10,13,73.98,1,P,MNG,0
Negeri Sembilan,N.22,RAHANG,YAP SIOK MOY,BN,3,13,25.54,0,P,KLH,0
Negeri Sembilan,N.22,RAHANG,SARASWATHY A/P PARAGAZUM,PAP,66,13,0.49,0,P,HD,0
Negeri Sembilan,N.23,MAMBAU,YAP YEW WENG,PKR,14,17,85.04,1,L,MNG,0
Negeri Sembilan,N.23,MAMBAU,DAFNEY HO,BN,2,17,14.38,0,P,KLH,0
Negeri Sembilan,N.23,MAMBAU,T. PARIMALA DEVI,PAP,101,17,0.58,0,P,HD,0
Negeri Sembilan,N.24,SEREMBAN JAYA,P.GUNA,PKR,13,17,80.41,1,L,MNG,0
Negeri Sembilan,N.24,SEREMBAN JAYA,SAGAYA RAJAN A/L XAVIER,PAP,99,17,0.58,0,L,HD,0
Negeri Sembilan,N.24,SEREMBAN JAYA,CHOONG VEE HING,BN,3,17,19.01,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.25,PAROI,MASITA BINTI MOHAMED ALI,PAS,3,30,11.38,0,P,HD,0
Negeri Sembilan,N.25,PAROI,MOHD GHAZALI BIN ABD WAHID,BN,11,30,36.43,0,L,KLH,0
Negeri Sembilan,N.25,PAROI,HAJI TAUFEK,PKR,16,30,52.18,1,L,MNG,0
Negeri Sembilan,N.26,CHEMBONG,USTAZ ROSMIN ADAM,PAS,1,15,8.58,0,L,HD,0
Negeri Sembilan,N.26,CHEMBONG,ZAIFULBAHRI BIN IDRIS,BN,9,15,60.45,1,L,MNG,0
Negeri Sembilan,N.26,CHEMBONG,AZIZAN MARZUKI,PKR,4,15,30.97,0,L,KLH,0
Negeri Sembilan,N.27,RANTAU,TOK MAT,BN,,0,0,1,L,MTB,0
Negeri Sembilan,N.28,KOTA,HAJI ISHAK BIN OMAR,PAS,1,11,12.04,0,L,HD,0
Negeri Sembilan,N.28,KOTA,AWALUDIN BIN SAID,BN,6,11,57.39,1,L,MNG,0
Negeri Sembilan,N.28,KOTA,SAHRIZAL MASRUDIN,PKR,3,11,30.58,0,L,KLH,0
Negeri Sembilan,N.29,CHUAH,DATO SRI KING LIM,BN,3,10,34.19,0,L,KLH,0
Negeri Sembilan,N.29,CHUAH,MICHAEL YEK DIEW CHING,PKR,6,10,65.81,1,L,MNG,0
Negeri Sembilan,N.30,LUKUT,YEONG KUN YOU,BN,3,14,21,0,L,KLH,0
Negeri Sembilan,N.30,LUKUT,CHOO KEN HWA,PKR,11,14,79,1,L,MNG,0
Negeri Sembilan,N.31,BAGAN PINANG,TUN HAIRUDIN BIN ABU BAKAR @ DON,BN,7,12,57.83,1,L,MNG,0
Negeri Sembilan,N.31,BAGAN PINANG,MOHD IBRAHIM KHAN,PKR,5,12,42.17,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.32,LINGGI,"DATO' HJ. ABDUL RAHMAN MOHD REDZA",BN,6,12,48.53,1,L,MNG,PEGUAM
Negeri Sembilan,N.32,LINGGI,RIZAL ISHAK,PAS,992,12,7.93,0,L,HD,PENIAGA
Negeri Sembilan,N.32,LINGGI,RUSLI BIN ABDULLAH,PKR,5,12,43.55,0,L,KLH,0
Negeri Sembilan,N.33,SRI TANJUNG,THINALAN T RAJAGOPALU,BN,3,11,28.36,0,L,KLH,0
Negeri Sembilan,N.33,SRI TANJUNG,M.RAVI,PKR,7,11,62.62,1,L,MNG,0
Negeri Sembilan,N.33,SRI TANJUNG,HAJI KAMAROL RIDZUAN,PAS,1,11,9.02,0,L,HD,KERJA SENDIRI
Negeri Sembilan,N.34,GEMAS,HAJI BAHARUDDIN ARIF BIN HAJI SIRI,PKR,5,17,28.96,0,L,KLH,0
Negeri Sembilan,N.34,GEMAS,MEJAR ABDUL HALIM BIN ABU BAKAR (BERSARA),PAS,2,17,14.89,0,L,KLH,0
Negeri Sembilan,N.34,GEMAS,ABD RAZAK BIN AB SAID,BN,9,17,56.16,1,L,MNG,0
Negeri Sembilan,N.35,GEMENCHEH,ISHAK BIN MAASIN,PAS,1,14,7.63,0,L,HD,PERSARA
Negeri Sembilan,N.35,GEMENCHEH,MOHD ISAM BIN MOHD ISA,BN,6,14,47.38,1,L,MNG,AHLI PERNIAGAAN
Negeri Sembilan,N.35,GEMENCHEH,SAIFUL ADLY BIN ABD WAHAB,PKR,6,14,44.99,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.36,REPAH,HJ.RAZAK,PAS,1,16,11.98,0,L,HD,0
Negeri Sembilan,N.36,REPAH,VEERAPAN A/L SUPERAMANIAM,PKR,9,16,58.57,1,L,MNG,0
Negeri Sembilan,N.36,REPAH,KOH KIM SWEE,BN,4,16,29.45,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.01,TANAH RATA,CHIONG YOKE KONG,PKR,8,14,60.2,1,L,MNG,0
Pahang,N.01,TANAH RATA,LEONG TAK MAN,BN,5,14,35.71,0,L,KLH,0
Pahang,N.01,TANAH RATA,"DATO' KUMAR",PAS,600,14,4.09,0,L,HD,0
Pahang,N.02,JELAI,DR. ABDUL RASID ALI,PKR,1,9,13.33,0,L,KLH,0
Pahang,N.02,JELAI,ABDUL KARIM BIN NOR,PAS,2,9,24.15,0,L,KLH,0
Pahang,N.02,JELAI,MAT NOR AYAT,PSM,229,9,2.35,0,L,HD,0
Pahang,N.02,JELAI,"DATO' SRI WAN ROSDY BIN WAN ISMAIL",BN,5,9,60.17,1,L,MNG,0
Pahang,N.03,PADANG TENGKU,ALIAS ABD RAHMAN,PKR,1,11,11.39,0,L,HD,0
Pahang,N.03,PADANG TENGKU,"DATO' MUSTAPA BIN LONG",BN,5,11,49.74,1,L,MNG,0
Pahang,N.03,PADANG TENGKU,USTAZ ROSLAN BIN HARUN,PAS,4,11,38.87,0,L,KLH,0
Pahang,N.04,CHEKA,HAJI SALUDIN BIN ENDOL,PAS,3,9,33.82,0,L,KLH,0
Pahang,N.04,CHEKA,LEE AH WONG,BN,3,9,35.91,1,L,MNG,0
Pahang,N.04,CHEKA,RASID BIN MUHAMAD,PKR,2,9,30.27,0,L,KLH,0
Pahang,N.05,BENTA,SABARUDDIN MOHD YASSIM,PKR,2,6,42.2,0,L,KLH,0
Pahang,N.05,BENTA,"DATO' SRI HJ MOHD SOFFI BIN TAN SRI ABD RAZAK",BN,3,6,47.12,1,L,MNG,0
Pahang,N.05,BENTA,ANUAR BIN KASSIM,PAS,739,6,10.68,0,L,HD,0
Pahang,N.06,BATU TALAM,DASIMAH BINTI ZAINUDIN,PKR,2,11,20.4,0,P,KLH,0
Pahang,N.06,BATU TALAM,ABD AZIZ BIN MAT KIRAM,BN,6,11,57.85,1,L,MNG,0
Pahang,N.06,BATU TALAM,USTAZ TENGKU ABDUL RAHMAN,PAS,2,11,21.75,0,L,KLH,0
Pahang,N.07,TRAS,NG LEAP PONG,BN,5,22,24.95,0,L,KLH,0
Pahang,N.07,TRAS,CHIN CHOY HEE,PAS,1,22,6.58,0,L,HD,0
Pahang,N.07,TRAS,CHOW YU HUI,PKR,15,22,68.47,1,L,MNG,0
Pahang,N.08,DONG,CIKGU BEDU RAHIM,PAS,2,11,22.18,0,L,KLH,0
Pahang,N.08,DONG,SHAHIRUDDIN BIN AB MOIN,BN,6,11,56.71,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI PAHANG
Pahang,N.08,DONG,DR HAMZAH JAAFFAR,PKR,2,11,21.1,0,L,KLH,0
Pahang,N.09,TAHAN,DATO SRI WAN AMIZAN,BN,5,12,45.83,0,L,KLH,0
Pahang,N.09,TAHAN,USTAZ ZAKUAN,PAS,5,12,46.4,1,L,MNG,0
Pahang,N.09,TAHAN,NORDIN BIN SAMAT,PKR,945,12,7.78,0,L,HD,0
Pahang,N.10,DAMAK,DATO ALY,BN,4,19,22.17,0,P,KLH,0
Pahang,N.10,DAMAK,USTAZ ZURIDAN M. DAUD,PAS,8,19,42.59,1,L,MNG,0
Pahang,N.10,DAMAK,WONG CHUN YUAN,PKR,6,19,35.24,0,L,KLH,0
Pahang,N.11,PULAU TAWAR,"DATO' NAZRI NGAH",BN,8,18,46.21,1,L,MNG,0
Pahang,N.11,PULAU TAWAR,USTAZ AHMAD NAAWI,PAS,7,18,43,0,L,KLH,0
Pahang,N.11,PULAU TAWAR,DR JAMALUDDIN HJ ABD RAHIM,PKR,1,18,10.79,0,L,HD,0
Pahang,N.12,BESERAH,ANDANSURA RABU,PAS,12,31,38.36,1,L,MNG,TIADA
Pahang,N.12,BESERAH,"DATO' SUHAIMI SULONG",BN,8,31,27.37,0,L,KLH,KONTRAKTOR
Pahang,N.12,BESERAH,HAJI ZULKIFLI MOHAMED,PKR,10,31,34.27,0,L,KLH,PENIAGA
Pahang,N.13,SEMAMBU,LEE CHEAN CHUNG,PKR,14,31,47.15,1,L,MNG,0
Pahang,N.13,SEMAMBU,MOHD YUSOF HASHIM,PAS,9,31,29.82,0,L,KLH,TIADA
Pahang,N.13,SEMAMBU,QUEK TAI SEONG,BN,7,31,23.03,0,L,KLH,PENGURUS SYARIKAT
Pahang,N.14,TERUNTUM,SIM CHON SIANG,PKR,12,19,61.85,1,L,MNG,0
Pahang,N.14,TERUNTUM,TEE CHOON SER @ MISTY,BN,4,19,22.77,0,P,KLH,TIADA
Pahang,N.14,TERUNTUM,HAJJAH AZIZAH BINTI MOHD ALI,PAS,3,19,15.37,0,P,KLH,0
Pahang,N.15,TANJUNG LUMPUR,HAJAH SABRINA MD YUSOFF,PKR,5,20,27.19,0,P,KLH,0
Pahang,N.15,TANJUNG LUMPUR,USTAZ ROSLI BIN ABDUL JABAR,PAS,8,20,39.64,1,L,MNG,0
Pahang,N.15,TANJUNG LUMPUR,T. ZULKIFLY BIN T. AHMAD,BN,6,20,33.17,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.16,INDERAPURA,DR. WAN MASERI BINTI WAN MOHD,PAS,3,10,31.58,0,P,KLH,PESARA
Pahang,N.16,INDERAPURA,HAJI FAKHRUL ANUAR BIN ZULKAWI,PKR,1,10,16.76,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.16,INDERAPURA,"DATO' SRI HAJI SHAFIK FAUZAN BIN SHARIF",BN,5,10,51.67,1,L,MNG,TIADA
Pahang,N.17,SUNGAI LEMBING,FAUZI BIN ABDUL RAHMAN,PKR,2,11,23.18,0,L,KLH,0
Pahang,N.17,SUNGAI LEMBING,"DATO' HJ MD SOHAIMI BIN HJ MOHAMED SHAH",BN,5,11,46.9,1,L,MNG,0
Pahang,N.17,SUNGAI LEMBING,USTAZ MOHAMAD HAZMI DIBOK,PAS,3,11,29.92,0,L,KLH,0
Pahang,N.18,LEPAR,NUR ADDIN IBRAHIM,PKR,3,13,26.98,0,L,KLH,0
Pahang,N.18,LEPAR,MOHD NOR HISAM BIN MUHAMMAD,PAS,3,13,25.88,0,L,KLH,0
Pahang,N.18,LEPAR,ABD RAHIM BIN MUDA,BN,6,13,47.14,1,L,MNG,PESARA
Pahang,N.19,PANCHING,"DATO' HJ. MOHD ZAILI BIN HJ. BESAR",BN,7,18,37.51,0,L,KLH,0
Pahang,N.19,PANCHING,KAMARZAMAN MOHAMED YUNUS,PKR,4,18,24.03,0,L,KLH,0
Pahang,N.19,PANCHING,USTAZ MOHD TARMIZI YAHAYA,PAS,7,18,38.23,1,L,MNG,0
Pahang,N.19,PANCHING,BENZIN,BEBAS - CINCIN,42,18,0.22,0,L,HD,0
Pahang,N.20,PULAU MANIS,KAPT (B) ZAINUDDIN BIN NOH,PAS,5,16,36.42,0,L,KLH,0
Pahang,N.20,PULAU MANIS,"DATO' KHAIRUDDIN BIN MAHMUD",BN,8,16,50.71,1,L,MNG,PESARA
Pahang,N.20,PULAU MANIS,ABU BAKAR BIN LEBAI SUDIN,PKR,2,16,12.87,0,L,KLH,0
Pahang,N.21,PERAMU JAYA,DATO HJ SALIM BIN HJ ABD MAJID,PKR,2,26,10.04,0,L,HD,0
Pahang,N.21,PERAMU JAYA,"DATO' SRI SH MOHMED PUZI",BN,15,26,58.62,1,L,MNG,PESARA
Pahang,N.21,PERAMU JAYA,USTAZ ABU KASSIM,PAS,8,26,31.34,0,L,KLH,0
Pahang,N.22,BEBAR,MOHAMMAD FAKHRUDDIN BIN MOHD ARIFF,BN,8,11,70.5,1,L,MNG,0
Pahang,N.22,BEBAR,AFIF SYAIROL BIN ABDUL RAHIM,PKR,968,11,8.35,0,L,HD,0
Pahang,N.22,BEBAR,NAZHAR OTHMAN,PAS,2,11,21.15,0,L,KLH,TIADA
Pahang,N.23,CHINI,MOHAMAD RAZALI ITHNAIN,PKR,1,16,6.46,0,L,HD,0
Pahang,N.23,CHINI,"DATO' SRI ABU BAKAR BIN HARUN",BN,10,16,60.78,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI
Pahang,N.23,CHINI,USTAZ MOHD FADHIL NOOR,PAS,5,16,32.76,0,L,KLH,0
Pahang,N.24,LUIT,MOHD SOFIAN BIN ABD JALIL,PAS,4,9,43.31,1,L,MNG,0
Pahang,N.24,LUIT,PN.NURHIDAYAH SHAHAIMI,BN,3,9,40.53,0,P,KLH,0
Pahang,N.24,LUIT,ROSLI BIN AMIN,PKR,1,9,16.17,0,L,KLH,0
Pahang,N.25,KUALA SENTUL,HAJI BOSTAMIN,PKR,1,10,12.56,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.25,KUALA SENTUL,"DATO' SRI SHAHANIZA BT SHAMSUDDIN",BN,5,10,53.58,1,P,MNG,0
Pahang,N.25,KUALA SENTUL,FAZIL AZMI BIN NADZRI,PAS,3,10,33.86,0,L,KLH,USAHAWAN
Pahang,N.26,CHENOR,USTAZ MUJIBUR RAHMAN BIN ISHAK,PAS,6,12,47.92,1,L,MNG,0
Pahang,N.26,CHENOR,"DATO' ARIFIN BIN AWANG ISMAIL",BN,5,12,43.83,0,L,KLH,0
Pahang,N.26,CHENOR,ZULIANA BINTI MOHAMED,PKR,1,12,8.25,0,P,HD,0
Pahang,N.27,JENDERAK,HAJI ABDULLAH BIN YUSOH,PAS,2,8,29.99,0,L,KLH,0
Pahang,N.27,JENDERAK,FAIZAH BAHAROM,PKR,1,8,19.46,0,P,KLH,0
Pahang,N.27,JENDERAK,"DATO' SRI HJ. MOHAMED BIN HJ. JAAFAR",BN,4,8,50.55,1,L,MNG,0
Pahang,N.28,KERDAU,USTAZ AIREROSHAIRI BIN ROSLAN,PAS,3,9,33.63,0,L,KLH,0
Pahang,N.28,KERDAU,CIKGU ADNAN @ CIKGU ALANG,PKR,1,9,13.15,0,L,KLH,0
Pahang,N.28,KERDAU,USTAZ SYED IBRAHIM BIN SYED AHMAD,BN,5,9,53.22,1,L,MNG,0
Pahang,N.29,JENGKA,USTAZ HAJI SHAHRIL AZMAN BIN ABD HALIM AL HAFIZ,PAS,10,20,50.23,1,L,MNG,0
Pahang,N.29,JENGKA,"DATO' HAJI WAN SALMAN BIN HAJI WAN ISMAIL",BN,8,20,41.22,0,L,KLH,0
Pahang,N.29,JENGKA,HAJI JALANI LUDIN,PKR,1,20,8.55,0,L,HD,0
Pahang,N.30,MENTAKAB,ABIRERAH AWANG CHIK,PAS,4,20,22.72,0,L,KLH,0
Pahang,N.30,MENTAKAB,CHUAH BOON SEONG,BEBAS - KUNCI,956,20,4.6,0,L,HD,0
Pahang,N.30,MENTAKAB,"DATO' WONG TAT CHEE",BN,4,20,21.9,0,L,KLH,0
Pahang,N.30,MENTAKAB,WOO CHEE WAN,PKR,10,20,50.78,1,L,MNG,0
Pahang,N.31,LANCHANG,HAJI ABAS AWANG,PKR,5,18,27.07,0,L,KLH,0
Pahang,N.31,LANCHANG,"DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN",BN,8,18,46.84,1,L,MNG,0
Pahang,N.31,LANCHANG,KHAIDIR AHMAD,BEBAS - GAJAH,80,18,0.42,0,L,HD,0
Pahang,N.31,LANCHANG,HASAN BIN OMAR,PAS,4,18,25.67,0,L,KLH,0
Pahang,N.32,KUALA SEMANTAN,SYED HAMID B SYED MOHAMED,PKR,6,21,28.51,0,L,KLH,0
Pahang,N.32,KUALA SEMANTAN,"DATO' NOR AZMI BIN MAT LUDIN",BN,7,21,36.86,1,L,MNG,0
Pahang,N.32,KUALA SEMANTAN,HASSANUDDIN SALIM,PAS,7,21,34.64,0,L,KLH,0
Pahang,N.33,BILUT,LEE CHIN CHEN,PKR,8,15,55.68,1,L,MNG,0
Pahang,N.33,BILUT,POO MUN HOONG,BN,5,15,32.02,0,L,KLH,TIADA
Pahang,N.33,BILUT,MOHD ZAMRI BIN NONG,PAS,1,15,12.3,0,L,HD,0
Pahang,N.34,KETARI,YOUNG SYEFURA BINTI OTHMAN,PKR,9,19,51.17,1,P,MNG,0
Pahang,N.34,KETARI,LAU HOI KEONG,BN,6,19,31.94,0,L,KLH,PENIAGA
Pahang,N.34,KETARI,USTAZ ROSLAN MD ESA,PAS,3,19,16.89,0,L,KLH,0
Pahang,N.35,SABAI,"DATO' R.GOONASAKAREN",BN,3,9,39.96,0,L,KLH,PESARA
